Event,n
U40862,2
U40863,6
U40864,5
U40865,9
U40866,7
U40867,4
U40868,3
U40869,9
U40870,5
U40871,6
U40872,2
U40873,4
U40874,15
U40875,4
U40876,36
U40877,4
U40878,5
U40879,14
U40880,5
U40881,4
U40882,4
U40883,5
U40884,4
U40885,9
U40886,3
U40887,3
U40888,5
U40889,6
U40890,8
U40891,13
U40892,4
U40893,8
U40894,8
U40895,4
U40896,3
U40897,9
U40898,4
U40899,39
U40900,6
U40901,10
U40902,2
U40903,3
U40904,4
U40905,3
U40906,10
U40907,3
U40908,8
U40909,8
U40910,7
U40911,2
U40912,16
U40913,5
U40914,3
U40915,4
U40916,15
U40917,7
U40918,10
U40919,7
U40920,14
U40921,11
U40922,4
U40923,5
U40924,6
U40925,6
U40926,12
U40927,8
U40928,2
U40929,26
U40930,14
U40931,3
U40932,9
U40933,3
U40934,5
U40935,13
U40936,8
U40937,6
U40938,25
U40939,12
U40940,12
U40941,8
U40942,12
U40943,3
U40944,12
U40945,12
U40946,2
U40947,3
U40948,28
U40949,8
U40950,4
U40951,3
U40952,5
U40953,12
U40954,8
U40955,4
U40956,10
U40957,5
U40958,9
U40959,12
U40960,12
U40961,7
U40962,7
U40963,4
U40964,47
U40965,7
U40966,11
U40967,4
U40968,26
U40969,1
U40970,7
U40971,7
U40972,5
U40973,10
U40974,8
U40975,4
U40976,3
U40977,10
U40978,9
U40979,33
U40980,6
U40981,27
U40982,5
U40983,6
U40984,5
U40985,4
U40986,23
U40987,9
U40988,8
U40989,3
U40990,2
U40991,9
U40992,2
U40993,5
U40994,3
U40995,7
U40996,4
U40997,2
U40998,12
U40999,8
U41000,2
U41001,7
U41002,3
U41003,14
U41004,19
U41005,9
U41006,8
U41007,7
U41008,4
U41009,4
U41010,8
U41011,8
U41012,7
U41013,12
U41014,5
U41015,5
U41016,10
U41017,5
U41018,7
U41019,6
U41020,5
U41021,5
U41022,5
U41023,7
U41024,10
U41025,7
U41026,2
U41027,6
U41028,14
U41029,5
U41030,3
U41031,6
U41032,9
U41033,5
U41034,6
U41035,3
U41036,3
U41037,6
U41038,5
U41039,5
U41040,8
U41041,9
U41042,4
U41043,8
U41044,12
U41045,3
U41046,5
U41047,2
U41048,5
U41049,7
U41050,6
U41051,6
U41052,5
U41053,4
U41054,13
U41055,4
U41056,3
U41057,17
U41058,26
U41059,5
U41060,5
U41061,8
U41062,5
U41063,7
U41064,13
U41065,11
U41066,4
U41067,5
U41068,4
U41069,8
U41070,6
U41071,6
U41072,5
U41073,5
U41074,7
U41075,4
U41076,11
U41077,12
U41078,6
U41079,3
U41080,11
U41081,4
U41082,9
U41083,15
U41084,9
U41085,6
U41086,5
U41087,9
U41088,5
U41089,12
U41090,7
U41091,16
U41092,4
U41093,7
U41094,5
U41095,4
U41096,4
U41097,8
U41098,3
U41099,4
U41100,12
U41101,3
U41102,6
U41103,7
U41104,6
U41105,4
U41106,8
U41107,15
U41108,9
U41109,5
U41110,10
U41111,10
U41112,5
U41113,4
U41114,3
U41115,4
U41116,5
U41117,5
U41118,8
U41119,7
U41120,4
U41121,6
U41122,8
U41123,8
U41124,10
U41125,4
U41126,6
U41127,7
U41128,4
U41129,4
U41130,5
U41131,7
U41132,8
U41133,7
U41134,6
U41135,3
U41136,3
U41137,33
U41138,26
U41139,4
U41140,4
U41141,33
U41142,8
U41143,4
U41144,4
U41145,6
U41146,3
U41147,4
U41148,8
U41149,16
U41150,6
U41151,4
U41152,7
U41153,14
U41154,11
U41155,10
U41156,25
U41157,10
U41158,7
U41159,8
U41160,4
U41161,6
U41162,4
U41163,5
U41164,4
U41165,4
U41166,9
U41167,11
U41168,4
U41169,8
U41170,10
U41171,4
U41172,7
U41173,4
U41174,3
U41175,5
U41176,8
U41177,5
U41178,7
U41179,8
U41180,9
U41181,6
U41182,5
U41183,3
U41184,6
U41185,7
U41186,8
U41187,7
U41188,5
U41189,4
U41190,3
U41191,3
U41192,4
U41193,14
U41194,4
U41195,5
U41196,19
U41197,6
U41198,13
U41199,9
U41200,6
U41201,7
U41202,4
U41203,4
U41204,5
U41205,8
U41206,7
U41207,9
U41208,8
U41209,9
U41210,6
U41211,9
U41212,4
U41213,6
U41214,4
U41215,5
U41216,11
U41217,11
U41218,6
U41219,4
U41220,7
U41221,14
U41222,4
U41223,4
U41224,14
U41225,6
U41226,4
U41227,8
U41228,7
U41229,5
U41230,10
U41231,4
U41232,8
U41233,18
U41234,17
U41235,4
U41236,6
U41237,9
U41238,12
U41239,5
U41240,7
U41241,6
U41242,11
U41243,5
U41244,6
U41245,7
U41246,28
U41247,11
U41248,7
U41249,4
U41250,9
U41251,8
U41252,10
U41253,9
U41254,21
U41255,5
U41256,8
U41257,6
U41258,7
U41259,5
U41260,11
U41261,10
U41262,8
U41263,8
U41264,7
U41265,7
U41266,9
U41267,14
U41268,7
U41269,6
U41270,9
U41271,7
U41272,8
U41273,7
U41274,39
U41275,11
U41276,5
U41277,6
U41278,6
U41279,7
U41280,8
U41281,11
U41282,9
U41283,8
U41284,9
U41285,13
U41286,14
U41287,7
U41288,4
U41289,11
U41290,10
U41291,7
U41292,24
U41293,6
U41294,10
U41295,6
U41296,7
U41297,7
U41298,12
U41299,7
U41300,9
U41301,10
U41302,4
U41303,7
U41304,7
U41305,9
U41306,4
U41307,7
U41308,7
U41309,11
U41310,7
U41311,6
U41312,9
U41313,7
U41314,6
U41315,4
U41316,6
U41317,4
U41318,6
U41319,6
U41320,6
U41321,13
U41322,4
U41323,5
U41324,5
U41325,3
U41326,14
U41327,6
U41328,9
U41329,3
U41330,20
U41331,7
U41332,16
U41333,20
U41334,6
U41335,8
U41336,14
U41337,31
U41338,5
U41339,12
U41340,11
U41341,7
U41342,6
U41343,7
U41344,5
U41345,8
U41346,10
U41347,9
U41348,8
U41349,32
U41350,12
U41351,15
U41352,4
U41353,14
U41354,7
U41355,6
U41356,6
U41357,51
U41358,8
U41359,6
U41360,9
U41361,12
U41362,6
U41363,5
U41364,6
U41365,34
U41366,7
U41367,13
U41368,8
U41369,5
U41370,7
U41371,12
U41372,6
U41373,5
U41374,7
U41375,6
U41376,6
U41377,5
U41378,7
U41379,15
U41380,9
U41381,18
U41382,10
U41383,7
U41384,53
U41385,7
U41386,4
U41387,6
U41388,69
U41389,12
U41390,3
U41391,8
U41392,2
U41393,6
U41394,5
U41395,4
U41396,6
U41397,8
U41398,5
U41399,14
U41400,4
U41401,4
U41402,6
U41403,7
U41404,5
U41405,5
U41406,19
U41407,16
U41408,6
U41409,8
U41410,5
U41411,5
U41412,8
U41413,8
U41414,14
U41415,14
U41416,4
U41417,13
U41418,6
U41419,8
U41420,5
U41421,12
U41422,6
U41423,5
U41424,8
U41425,7
U41426,16
U41427,21
U41428,7
U41429,18
U41430,6
U41431,7
U41432,6
U41433,6
U41434,6
U41435,6
U41436,6
U41437,6
U41438,6
U41439,12
U41440,71
U41441,6
U41442,6
U41443,12
U41444,10
U41445,23
U41446,4
U41447,3
U41448,3
U41449,11
U41450,2
U41451,7
U41452,8
U41453,6
U41454,7
U41455,1
U41456,13
U41457,8
U41458,2
U41459,5
U41460,6
U41461,6
U41462,14
U41463,53
U41464,34
U41465,2
U41466,9
U41467,7
U41468,6
U41469,13
U41470,7
U41471,4
U41472,2
U41473,5
U41474,3
U41475,6
U41476,3
U41477,3
U41478,8
U41479,3
U41480,7
U41481,7
U41482,5
U41483,10
U41484,6
U41485,41
U41486,12
U41487,7
U41488,3
U41489,6
U41490,6
U41491,6
U41492,6
U41493,5
U41494,6
U41495,11
U41496,4
U41497,9
U41498,9
U41499,13
U41500,10
U41501,5
U41502,10
U41503,12
U41504,5
U41505,6
U41506,5
U41507,10
U41508,9
U41509,5
U41510,4
U41511,3
U41512,3
U41513,3
U41514,8
U41515,6
U41516,11
U41517,2
U41518,3
U41519,7
U41520,7
U41521,10
U41522,14
U41523,11
U41524,11
U41525,7
U41526,4
U41527,6
U41528,18
U41529,8
U41530,8
U41531,6
U41532,37
U41533,4
U41534,6
U41535,9
U41536,8
U41537,6
U41538,9
U41539,10
U41540,11
U41541,26
U41542,5
U41543,8
U41544,6
U41545,6
U41546,5
U41547,1
U41548,13
U41549,40
U41550,56
U41551,5
U41552,10
U41553,9
U41554,8
U41555,7
U41556,2
U41557,3
U41558,4
U41559,8
U41560,6
U41561,4
U41562,18
U41563,11
U41564,9
U41565,4
U41566,3
U41567,4
U41568,29
U41569,10
U41570,7
U41571,10
U41572,8
U41573,11
U41574,12
U41575,14
U41576,8
U41577,7
U41578,23
U41579,15
U41580,4
U41581,23
U41582,10
U41583,4
U41584,12
U41585,5
U41586,38
U41587,4
U41588,11
U41589,10
U41590,5
U41591,5
U41592,10
U41593,3
U41594,9
U41595,7
U41596,81
U41597,11
U41598,6
U41599,5
U41600,10
U41601,6
U41602,8
U41603,13
U41604,2
U41605,11
U41606,3
U41607,7
U41608,2
U41609,24
U41610,7
U41611,3
U41612,8
U41613,19
U41614,6
U41615,4
U41616,2
U41617,2
U41618,4
U41619,31
U41620,12
U41621,6
U41622,10
U41623,20
U41624,5
U41625,17
U41626,6
U41627,5
U41628,5
U41629,9
U41630,8
U41631,8
U41632,7
U41633,8
U41634,3
U41635,9
U41636,7
U41637,7
U41638,69
U41639,4
U41640,2
U41641,6
U41642,51
U41643,2
U41644,5
U41645,6
U41646,6
U41647,11
U41648,8
U41649,3
U41650,8
U41651,11
U41652,9
U41653,12
U41654,4
U41655,17
U41656,5
U41657,3
U41658,6
U41659,15
U41660,10
U41661,9
U41662,9
U41663,3
U41664,3
U41665,7
U41666,5
U41667,5
U41668,4
U41669,7
U41670,9
U41671,32
U41672,13
U41673,6
U41674,58
U41675,10
U41676,8
U41677,31
U41678,10
U41679,4
U41680,9
U41681,10
U41682,4
U41683,4
U41684,17
U41685,6
U41686,6
U41687,9
U41688,8
U41689,6
U41690,11
U41691,11
U41692,1
U41693,5
U41694,4
U41695,31
U41696,294
U41697,12
U41698,6
U41699,9
U41700,8
U41701,4
U41702,3
U41703,5
U41704,9
U41705,26
U41706,5
U41707,14
U41708,20
U41709,3
U41710,6
U41711,6
U41712,6
U41713,7
U41714,4
U41715,3
U41716,7
U41717,6
U41718,4
U41719,6
U41720,6
U41721,5
U41722,5
U41723,9
U41724,28
U41725,8
U41726,9
U41727,15
U41728,5
U41729,9
U41730,8
U41731,8
U41732,7
U41733,2
U41734,3
U41735,3
U41736,8
U41737,13
U41738,5
U41739,8
U41740,24
U41741,5
U41742,4
U41743,6
U41744,7
U41745,12
U41746,6
U41747,26
U41748,5
U41749,8
U41750,11
U41751,9
U41752,3
U41753,4
U41754,27
U41755,7
U41756,12
U41757,7
U41758,100
U41759,3
U41760,10
U41761,3
U41762,4
U41763,3
U41764,12
U41765,6
U41766,6
U41767,7
U41768,4
U41769,9
U41770,2
U41771,8
U41772,6
U41773,3
U41774,9
U41775,8
U41776,4
U41777,6
U41778,2
U41779,4
U41780,5
U41781,39
U41782,7
U41783,31
U41784,4
U41785,6
U41786,5
U41787,14
U41788,4
U41789,8
U41790,14
U41791,4
U41792,8
U41793,4
U41794,3
U41795,21
U41796,4
U41797,6
U41798,13
U41799,6
U41800,3
U41801,13
U41802,21
U41803,7
U41804,9
U41805,6
U41806,4
U41807,8
U41808,27
U41809,26
U41810,14
U41811,5
U41812,39
U41813,5
U41814,3
U41815,17
U41816,9
U41817,7
U41818,7
U41819,6
U41820,3
U41821,5
U41822,4
U41823,6
U41824,3
U41825,12
U41826,6
U41827,12
U41828,5
U41829,10
U41830,6
U41831,2
U41832,6
U41833,8
U41834,12
U41835,5
U41836,6
U41837,11
U41838,3
U41839,5
U41840,4
U41841,4
U41842,9
U41843,5
U41844,44
U41845,4
U41846,9
U41847,84
U41848,8
U41849,6
U41850,7
U41851,8
U41852,17
U41853,4
U41854,12
U41855,18
U41856,31
U41857,34
U41858,52
U41859,4
U41860,9
U41861,10
U41862,6
U41863,9
U41864,33
U41865,10
U41866,18
U41867,37
U41868,9
U41869,9
U41870,11
U41871,14
U41872,4
U41873,12
U41874,7
U41875,6
U41876,3
U41877,5
U41878,22
U41879,3
U41880,11
U41881,8
U41882,4
U41883,7
U41884,4
U41885,5
U41886,4
U41887,9
U41888,4
U41889,6
U41890,5
U41891,4
U41892,7
U41893,21
U41894,17
U41895,6
U41896,11
U41897,4
U41898,4
U41899,5
U41900,3
U41901,5
U41902,3
U41903,6
U41904,5
U41905,10
U41906,12
U41907,3
U41908,11
U41909,5
U41910,4
U41911,2
U41912,7
U41913,51
U41914,11
U41915,3
U41916,4
U41917,12
U41918,8
U41919,11
U41920,6
U41921,9
U41922,4
U41923,7
U41924,6
U41925,8
U41926,52
U41927,3
U41928,12
U41929,6
U41930,4
U41931,3
U41932,4
U41933,6
U41934,9
U41935,7
U41936,13
U41937,7
U41938,4
U41939,13
U41940,5
U41941,9
U41942,5
U41943,8
U41944,7
U41945,13
U41946,11
U41947,8
U41948,4
U41949,5
U41950,5
U41951,9
U41952,14
U41953,9
U41954,7
U41955,6
U41956,8
U41957,28
U41958,5
U41959,7
U41960,6
U41961,3
U41962,11
U41963,14
U41964,7
U41965,5
U41966,8
U41967,5
U41968,7
U41969,19
U41970,4
U41971,5
U41972,4
U41973,4
U41974,6
U41975,9
U41976,14
U41977,6
U41978,6
U41979,4
U41980,10
U41981,17
U41982,8
U41983,16
U41984,7
U41985,15
U41986,5
U41987,9
U41988,23
U41989,13
U41990,5
U41991,5
U41992,13
U41993,12
U41994,6
U41995,12
U41996,10
U41997,7
U41998,27
U41999,9
U42000,12
U42001,11
U42002,18
U42003,4
U42004,2
U42005,6
U42006,5
U42007,9
U42008,6
U42009,8
U42010,5
U42011,4
U42012,3
U42013,14
U42014,11
U42015,6
U42016,107
U42017,13
U42018,42
U42019,6
U42020,6
U42021,8
U42022,8
U42023,4
U42024,6
U42025,8
U42026,6
U42027,22
U42028,19
U42029,7
U42030,7
U42031,11
U42032,4
U42033,11
U42034,4
U42035,6
U42036,3
U42037,5
U42038,15
U42039,7
U42040,6
U42041,5
U42042,7
U42043,6
U42044,3
U42045,10
U42046,16
U42047,5
U42048,4
U42049,8
U42050,2
U42051,10
U42052,50
U42053,3
U42054,7
U42055,10
U42056,6
U42057,4
U42058,18
U42059,8
U42060,18
U42061,10
U42062,7
U42063,6
U42064,10
U42065,12
U42066,4
U42067,7
U42068,5
U42069,7
U42070,405
U42071,10
U42072,8
U42073,14
U42074,14
U42075,8
U42076,3
U42077,3
U42078,6
U42079,11
U42080,6
U42081,20
U42082,4
U42083,4
U42084,8
U42085,13
U42086,23
U42087,7
U42088,18
U42089,5
U42090,8
U42091,10
U42092,5
U42093,15
U42094,4
U42095,5
U42096,8
U42097,7
U42098,8
U42099,5
U42100,5
U42101,19
U42102,3
U42103,6
U42104,9
U42105,9
U42106,8
U42107,5
U42108,10
U42109,12
U42110,18
U42111,8
U42112,10
U42113,5
U42114,8
U42115,8
U42116,8
U42117,8
U42118,10
U42119,6
U42120,4
U42121,10
U42122,7
U42123,6
U42124,7
U42125,7
U42126,9
U42127,5
U42128,8
U42129,1
U42130,8
U42131,11
U42132,4
U42133,11
U42134,8
U42135,5
U42136,14
U42137,8
U42138,4
U42139,20
U42140,3
U42141,5
U42142,9
U42143,7
U42144,28
U42145,24
U42146,5
U42147,7
U42148,11
U42149,5
U42150,5
U42151,11
U42152,9
U42153,6
U42154,5
U42155,6
U42156,7
U42157,4
U42158,5
U42159,5
U42160,5
U42161,11
U42162,7
U42163,8
U42164,9
U42165,5
U42166,14
U42167,7
U42168,40
U42169,6
U42170,7
U42171,18
U42172,11
U42173,12
U42174,11
U42175,14
U42176,4
U42177,4
U42178,4
U42179,4
U42180,14
U42181,32
U42182,8
U42183,13
U42184,7
U42185,5
U42186,3
U42187,6
U42188,198
U42189,11
U42190,6
U42191,6
U42192,35
U42193,9
U42194,4
U42195,4
U42196,4
U42197,7
U42198,25
U42199,11
U42200,8
U42201,9
U42202,3
U42203,7
U42204,16
U42205,5
U42206,7
U42207,6
U42208,13
U42209,9
U42210,10
U42211,10
U42212,5
U42213,10
U42214,11
U42215,12
U42216,4
U42217,9
U42218,5
U42219,7
U42220,8
U42221,7
U42222,7
U42223,15
U42224,7
U42225,10
U42226,7
U42227,4
U42228,9
U42229,14
U42230,6
U42231,6
U42232,9
U42233,23
U42234,14
U42235,10
U42236,45
U42237,12
U42238,7
U42239,6
U42240,5
U42241,11
U42242,6
U42243,6
U42244,6
U42245,7
U42246,9
U42247,10
U42248,32
U42249,4
U42250,4
U42251,5
U42252,6
U42253,7
U42254,5
U42255,5
U42256,18
U42257,8
U42258,11
U42259,7
U42260,9
U42261,8
U42262,8
U42263,15
U42264,8
U42265,8
U42266,7
U42267,6
U42268,7
U42269,6
U42270,12
U42271,6
U42272,14
U42273,173
U42274,6
U42275,5
U42276,6
U42277,3
U42278,12
U42279,11
U42280,25
U42281,5
U42282,6
U42283,2
U42284,9
U42285,3
U42286,7
U42287,11
U42288,8
U42289,12
U42290,5
U42291,51
U42292,12
U42293,28
U42294,5
U42295,9
U42296,6
U42297,9
U42298,8
U42299,5
U42300,5
U42301,3
U42302,9
U42303,5
U42304,8
U42305,6
U42306,21
U42307,9
U42308,1
U42309,8
U42310,9
U42311,15
U42312,18
U42313,7
U42314,5
U42315,8
U42316,29
U42317,5
U42318,7
U42319,7
U42320,3
U42321,4
U42322,3
U42323,12
U42324,34
U42325,11
U42326,1
U42327,4
U42328,10
U42329,9
U42330,2
U42331,7
U42332,4
U42333,9
U42334,7
U42335,4
U42336,7
U42337,3
U42338,5
U42339,9
U42340,6
U42341,12
U42342,24
U42343,5
U42344,2
U42345,7
U42346,2
U42347,10
U42348,16
U42349,176
U42350,17
U42351,16
U42352,20
U42353,5
U42354,7
U42355,7
U42356,10
U42357,4
U42358,3
U42359,7
U42360,9
U42361,8
U42362,10
U42363,34
U42364,16
U42365,11
U42366,4
U42367,6
U42368,11
U42369,2
U42370,11
U42371,4
U42372,4
U42373,9
U42374,8
U42375,6
U42376,5
U42377,11
U42378,40
U42379,18
U42380,10
U42381,9
U42382,6
U42383,7
U42384,3
U42385,5
U42386,5
U42387,6
U42388,11
U42389,15
U42390,11
U42391,2
U42392,15
U42393,5
U42394,6
U42395,5
U42396,8
U42397,16
U42398,13
U42399,7
U42400,6
U42401,47
U42402,9
U42403,5
U42404,9
U42405,4
U42406,8
U42407,26
U42408,8
U42409,7
U42410,7
U42411,8
U42412,3
U42413,8
U42414,5
U42415,9
U42416,6
U42417,4
U42418,6
U42419,7
U42420,7
U42421,10
U42422,10
U42423,5
U42424,5
U42425,9
U42426,8
U42427,6
U42428,11
U42429,4
U42430,7
U42431,10
U42432,7
U42433,5
U42434,9
U42435,7
U42436,16
U42437,12
U42438,4
U42439,7
U42440,12
U42441,5
U42442,5
U42443,6
U42444,8
U42445,8
U42446,2
U42447,3
U42448,7
U42449,5
U42450,16
U42451,8
U42452,10
U42453,12
U42454,3
U42455,4
U42456,22
U42457,8
U42458,9
U42459,4
U42460,16
U42461,3
U42462,8
U42463,10
U42464,7
U42465,13
U42466,14
U42467,6
U42468,5
U42469,11
U42470,8
U42471,11
U42472,23
U42473,8
U42474,8
U42475,42
U42476,19
U42477,15
U42478,9
U42479,5
U42480,6
U42481,11
U42482,8
U42483,9
U42484,12
U42485,8
U42486,6
U42487,30
U42488,58
U42489,10
U42490,11
U42491,19
U42492,10
U42493,5
U42494,3
U42495,11
U42496,3
U42497,4
U42498,29
U42499,3
U42500,5
U42501,9
U42502,5
U42503,6
U42504,9
U42505,6
U42506,4
U42507,6
U42508,11
U42509,9
U42510,8
U42511,2
U42512,9
U42513,5
U42514,5
U42515,5
U42516,17
U42517,5
U42518,9
U42519,5
U42520,5
U42521,4
U42522,6
U42523,3
U42524,6
U42525,5
U42526,32
U42527,6
U42528,14
U42529,10
U42530,1
U42531,5
U42532,7
U42533,3
U42534,10
U42535,7
U42536,15
U42537,4
U42538,7
U42539,9
U42540,9
U42541,4
U42542,7
U42543,18
U42544,5
U42545,8
U42546,5
U42547,5
U42548,5
U42549,10
U42550,63
U42551,8
U42552,4
U42553,13
U42554,13
U42555,9
U42556,10
U42557,17
U42558,3
U42559,4
U42560,11
U42561,5
U42562,5
U42563,13
U42564,4
U42565,8
U42566,6
U42567,7
U42568,6
U42569,6
U42570,6
U42571,4
U42572,31
U42573,11
U42574,6
U42575,17
U42576,5
U42577,8
U42578,8
U42579,7
U42580,8
U42581,8
U42582,21
U42583,6
U42584,8
U42585,2
U42586,15
U42587,9
U42588,10
U42589,8
U42590,22
U42591,9
U42592,8
U42593,8
U42594,11
U42595,6
U42596,16
U42597,6
U42598,63
U42599,15
U42600,6
U42601,7
U42602,3
U42603,39
U42604,14
U42605,2
U42606,12
U42607,14
U42608,6
U42609,12
U42610,1
U42611,2
U42612,3
U42613,11
U42614,8
U42615,8
U42616,9
U42617,9
U42618,14
U42619,4
U42620,5
U42621,5
U42622,8
U42623,10
U42624,6
U42625,2
U42626,2
U42627,6
U42628,2
U42629,11
U42630,6
U42631,7
U42632,8
U42633,8
U42634,14
U42635,9
U42636,16
U42637,13
U42638,7
U42639,6
U42640,5
U42641,7
U42642,36
U42643,3
U42644,4
U42645,31
U42646,25
U42647,5
U42648,3
U42649,6
U42650,10
U42651,4
U42652,17
U42653,6
U42654,10
U42655,15
U42656,6
U42657,4
U42658,5
U42659,5
U42660,7
U42661,9
U42662,5
U42663,24
U42664,7
U42665,8
U42666,7
U42667,9
U42668,5
U42669,13
U42670,4
U42671,5
U42672,5
U42673,6
U42674,6
U42675,4
U42676,5
U42677,8
U42678,6
U42679,8
U42680,6
U42681,22
U42682,6
U42683,33
U42684,2
U42685,7
U42686,21
U42687,1
U42688,13
U42689,8
U42690,13
U42691,7
U42692,7
U42693,7
U42694,2
U42695,10
U42696,2
U42697,10
U42698,9
U42699,3
U42700,7
U42701,18
U42702,8
U42703,5
U42704,24
U42705,10
U42706,21
U42707,6
U42708,7
U42709,5
U42710,18
U42711,35
U42712,6
U42713,2
U42714,46
U42715,97
U42716,7
U42717,5
U42718,2
U42719,14
U42720,7
U42721,2
U42722,2
U42723,6
U42724,5
U42725,19
U42726,7
U42727,7
U42728,55
U42729,5
U42730,2
U42731,7
U42732,8
U42733,6
U42734,7
U42735,2
U42736,9
U42737,6
U42738,7
U42739,8
U42740,2
U42741,7
U42742,3
U42743,15
U42744,10
U42745,5
U42746,5
U42747,8
U42748,4
U42749,6
U42750,10
U42751,29
U42752,2
U42753,5
U42754,11
U42755,14
U42756,10
U42757,2
U42758,7
U42759,4
U42760,8
U42761,11
U42762,8
U42763,5
U42764,8
U42765,3
U42766,21
U42767,11
U42768,10
U42769,9
U42770,8
U42771,43
U42772,10
U42773,18
U42774,6
U42775,17
U42776,6
U42777,5
U42778,3
U42779,8
U42780,5
U42781,8
U42782,12
U42783,6
U42784,5
U42785,6
U42786,8
U42787,50
U42788,5
U42789,3
U42790,3
U42791,6
U42792,37
U42793,2
U42794,22
U42795,12
U42796,3
U42797,13
U42798,4
U42799,8
U42800,7
U42801,11
U42802,7
U42803,16
U42804,38
U42805,5
U42806,16
U42807,35
U42808,5
U42809,5
U42810,10
U42811,41
U42812,53
U42813,13
U42814,8
U42815,6
U42816,13
U42817,9
U42818,9
U42819,33
U42820,26
U42821,7
U42822,18
U42823,10
U42824,7
U42825,7
U42826,4
U42827,15
U42828,16
U42829,3
U42830,5
U42831,7
U42832,5
U42833,3
U42834,6
U42835,2
U42836,2
U42837,4
U42838,6
U42839,5
U42840,3
U42841,3
U42842,9
U42843,3
U42844,10
U42845,6
U42846,2
U42847,16
U42848,8
U42849,7
U42850,6
U42851,4
U42852,5
U42853,20
U42854,8
U42855,4
U42856,13
U42857,3
U42858,9
U42859,6
U42860,6
U42861,11
U42862,3
U42863,4
U42864,6
U42865,5
U42866,5
U42867,8
U42868,3
U42869,6
U42870,4
U42871,2
U42872,7
U42873,5
U42874,7
U42875,9
U42876,6
U42877,23
U42878,12
U42879,13
U42880,4
U42881,17
U42882,7
U42883,5
U42884,5
U42885,4
U42886,10
U42887,3
U42888,4
U42889,4
U42890,7
U42891,3
U42892,22
U42893,5
U42894,3
U42895,4
U42896,5
U42897,3
U42898,6
U42899,6
U42900,4
U42901,7
U42902,10
U42903,6
U42904,5
U42905,14
U42906,5
U42907,12
U42908,9
U42909,3
U42910,52
U42911,12
U42912,8
U42913,9
U42914,8
U42915,12
U42916,11
U42917,9
U42918,9
U42919,7
U42920,14
U42921,13
U42922,11
U42923,13
U42924,10
U42925,4
U42926,8
U42927,6
U42928,10
U42929,7
U42930,7
U42931,9
U42932,8
U42933,14
U42934,5
U42935,13
U42936,7
U42937,8
U42938,10
U42939,53
U42940,8
U42941,13
U42942,5
U42943,9
U42944,9
U42945,7
U42946,8
U42947,21
U42948,18
U42949,6
U42950,7
U42951,8
U42952,7
U42953,18
U42954,10
U42955,7
U42956,7
U42957,12
U42958,5
U42959,9
U42960,7
U42961,5
U42962,9
U42963,10
U42964,6
U42965,11
U42966,10
U42967,5
U42968,9
U42969,9
U42970,9
U42971,8
U42972,7
U42973,10
U42974,6
U42975,12
U42976,10
U42977,5
U42978,13
U42979,6
U42980,9
U42981,8
U42982,11
U42983,17
U42984,14
U42985,8
U42986,26
U42987,9
U42988,4
U42989,37
U42990,8
U42991,6
U42992,12
U42993,15
U42994,9
U42995,5
U42996,8
U42997,5
U42998,4
U42999,5
U43000,6
U43001,3
U43002,2
U43003,6
U43004,7
U43005,15
U43006,6
U43007,4
U43008,7
U43009,6
U43010,4
U43011,4
U43012,5
U43013,6
U43014,6
U43015,5
U43016,12
U43017,15
U43018,7
U43019,5
U43020,7
U43021,9
U43022,6
U43023,5
U43024,12
U43025,8
U43026,7
U43027,8
U43028,13
U43029,16
U43030,7
U43031,5
U43032,8
U43033,13
U43034,6
U43035,24
U43036,13
U43037,8
U43038,6
U43039,6
U43040,12
U43041,20
U43042,7
U43043,4
U43044,31
U43045,6
U43046,3
U43047,3
U43048,33
U43049,11
U43050,11
U43051,40
U43052,20
U43053,13
U43054,37
U43055,15
U43056,8
U43057,34
U43058,5
U43059,8
U43060,13
U43061,10
U43062,6
U43063,6
U43064,4
U43065,6
U43066,6
U43067,5
U43068,7
U43069,12
U43070,11
U43071,5
U43072,12
U43073,13
U43074,6
U43075,12
U43076,5
U43077,7
U43078,31
U43079,5
U43080,9
U43081,20
U43082,9
U43083,3
U43084,5
U43085,4
U43086,10
U43087,6
U43088,6
U43089,10
U43090,6
U43091,10
U43092,3
U43093,13
U43094,10
U43095,9
U43096,6
U43097,7
U43098,6
U43099,2
U43100,40
U43101,9
U43102,6
U43103,8
U43104,4
U43105,2
U43106,2
U43107,22
U43108,13
U43109,6
U43110,4
U43111,3
U43112,6
U43113,5
U43114,6
U43115,7
U43116,5
U43117,6
U43118,6
U43119,9
U43120,8
U43121,7
U43122,8
U43123,11
U43124,8
U43125,18
U43126,9
U43127,5
U43128,7
U43129,5
U43130,3
U43131,5
U43132,4
U43133,5
U43134,8
U43135,5
U43136,12
U43137,5
U43138,16
U43139,7
U43140,7
U43141,10
U43142,9
U43143,9
U43144,6
U43145,4
U43146,6
U43147,5
U43148,11
U43149,12
U43150,11
U43151,9
U43152,4
U43153,5
U43154,5
U43155,6
U43156,5
U43157,8
U43158,20
U43159,10
U43160,6
U43161,4
U43162,87
U43163,8
U43164,5
U43165,8
U43166,8
U43167,3
U43168,6
U43169,12
U43170,11
U43171,15
U43172,22
U43173,5
U43174,7
U43175,6
U43176,14
U43177,7
U43178,5
U43179,8
U43180,16
U43181,14
U43182,7
U43183,14
U43184,9
U43185,9
U43186,19
U43187,7
U43188,11
U43189,7
U43190,3
U43191,10
U43192,9
U43193,9
